case_number,job_title,worksite_city,worksite_state,worksite_postal_code,violentcrimesperpop,cost_of_living_2020,missing_crime_data,case_status
I-200-21063-119242,Technical Manager,MOUNT LAUREL,NJ,08054,162.1,1.135,1,Certified
I-200-21069-134379,Component Design Engineer,HILLSBORO,OR,97124,228.53,1.173,0,Certified
I-200-20031-291030,Postdoctoral Research Scientist ,NEW YORK,NY,10027,1171.84,1.804,1,Certified
I-200-21106-230482,Associate Dentist,BURIEN,WA,98166,223.06,1.357,1,Certified
I-200-23251-329861,Marketing Manager,BOSTON,MA,02116,1968.89,1.51,0,Certified
I-200-21168-405514,Software Engineer,AUSTIN,TX,78758,599.78,1.023,0,Certified
I-200-22271-500119,Applications Development Tech Lead Analyst,TAMPA,FL,33610,3235.45,0.944,0,Certified
I-200-24029-674884,Consultant,IRVINE,CA,92618,111.68,1.358,0,Certified
I-200-22146-216047,Mgr- Business Transformation (AI) (MTS Specialist),ASHBURN,VA,20147,1135.5,1.556,1,Certified
I-200-22293-540982,Senior Merchandising Systems Analyst,QUINCY,MA,02169,369.24,1.51,0,Certified
I-200-20157-631208,Senior Software Developer,BUFFALO,NY,14202,1933.77,0.985,0,Certified
I-200-20191-704366,Senior CAE Engineer,WARREN,MI,48093,599.78,0.962,1,Certified
I-200-23347-563907,Senior Principal Technology Program Manager,REDWOOD CITY,CA,94065,327.36,1.629,1,Certified
I-200-22271-498006,Senior Staff Engineer,SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-21071-144380,SOFTWARE DEVELOPER,PLEASANTON,CA,94588,144.9,1.526,0,Certified
I-200-23272-393445,Test Analyst - II,PLEASANTON,CA,94588,144.9,1.526,0,Certified
I-200-23289-432971,Lead Specialist Data,PHOENIX,AZ,85024,1097.07,1.051,0,Certified
I-200-22150-224203,Lead QA Engineer,NEWTON,MA,02464,256.34,1.51,0,Certified
I-200-19302-115461,Engineering Project Manager,CUPERTINO,CA,95014,349.61,1.681,0,Certified
I-200-20036-299815,Manager,PHILADELPHIA,PA,19103,1279.6,1.137,0,Certified
I-200-19295-102619,QA Analyst,DURHAM,NC,27703,1169.38,1.043,0,Certified
I-200-24032-683736,Software Engineer,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-20100-472394,Senior Associate JC60 - Computer Programmers,RALEIGH,NC,27606,842.7,1.051,0,Certified
I-200-24010-630301,Staff Scientist,ST. LOUIS,MO,63110,106.93,0.944,1,Certified
I-200-24194-192043,Support Engineer I-External,DALLAS,TX,75240,1744.19,0.973,0,Certified
I-200-20281-862978,Vice President,PRINCETON,NJ,08540,73.73,1.135,0,Certified
I-200-20365-983324,Sr. Test Engineer,SUNNYVALE,CA,94085,249.62,1.681,0,Certified
I-200-22357-659113,Analyst - Testing ,NEW CASTLE,DE,19720,887.29,1.124,1,Certified
I-203-20311-902740,Associate,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-21062-115108,Analyst,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-21121-279326,Lead Engineer,AUSTIN,TX,78727,599.78,1.023,0,Certified
I-200-24138-008826,Fashion Designer,LOS ANGELES,CA,90021,327.36,1.411,1,Certified
I-200-21110-239219,Technical Architect,SOUTH SAN FRANCISCO,CA,94080,327.36,1.861,1,Certified
I-200-22094-036365,Scrum Master,ONTARIO,CA,91764,1160.86,1.068,0,Certified
I-200-23346-560162,Accountants and Auditors - Kbgfjg179401-3,NEW YORK CITY,NY,11106,1171.84,1.804,1,Certified
I-200-22354-652346,COMPUTER PROGRAMMER,NORTH BRUNSWICK,NJ,08902,162.1,1.249,1,Certified
I-200-21280-631459,Assistant Professor,CHICAGO,IL,60612,599.78,1.15,1,Certified
I-200-20128-549812,Senior Systems Analyst JC60,FREMONT,CA,94538,483.47,1.679,0,Certified
I-200-24207-221241,Software Engineer,MCKINNEY,TX,75072,1202.68,0.965,0,Certified
I-200-23075-852627,Associate,SALT LAKE CITY,UT,84111,157.99,1.001,1,Certified
I-200-22082-002703,Process Engineer ,RIO RANCHO,NM,87124,1595.37,0.922,1,Certified
I-200-20114-512848,Software Engineer,AUSTIN,TX,78701,599.78,1.023,0,Certified
I-200-22034-874913,Performance and Capacity Engineer,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-23279-416017,Art Coordinator,NEW YORK,NY,10016,1171.84,1.804,1,Certified
I-200-24205-215056,BUSINESS ANALYST 3,TAMPA,FL,33610,3235.45,0.944,0,Certified
I-200-22356-657903,"Manager, Software Test ",SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-23312-487678,"Manager 1, Software Development & Engineering",PHILADELPHIA,PA,19103-2802,1279.6,,0,Certified
I-200-22228-420191,Senior Product Data Analyst,ALBANY,CA,94706,601.38,1.568,0,Certified
I-200-22349-642407,Architect,BRIDGEWATER,NJ,08807,88.7,1.276,0,Certified
I-200-22265-488534,"Principal SAP Functional Analyst, Manufacturing & Warehouse",WILMINGTON,MA,01887,1968.89,1.203,1,Certified
I-203-22196-356469,Associate,SAN FRANCISCO,CA,94111,327.36,1.861,1,Certified
I-200-23272-393642,AEM DEVELOPER,OWINGS MILLS,MD,21117,3081.26,1.108,1,Certified
I-200-24058-750610,Data Scientist III,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-24051-733966,Principle Data Scientist -I,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-21111-247293,Software Development Engineer 2 ( 20831.40.2),LAKE MARY,FL,32746,3235.45,0.99,1,Certified
I-200-21260-591475,Architect,DEERFIELD,IL,60015,599.78,1.079,1,Certified
I-200-22132-164328,Application Architect V (JAVA Developer),CHARLOTTE,NC,28202,1787.2,1.018,0,Certified
I-200-20027-277016,Product Design Engineer  1615.37903,CHICAGO,IL,60607,599.78,1.15,1,Certified
I-200-20323-916874,"Director, Program Management ",SEATTLE,WA,98101,1399.84,1.357,0,Certified
I-200-22279-514821,Sales Manager,CHARLOTTE,NC,28202,1787.2,1.018,0,Certified
I-200-22200-362433,"Associate Manager, Marketing, Americas",RESTON,VA,20190,1135.5,1.559,1,Certified
I-200-20346-954771,Senior Developer,ST. LOUIS PARK,MN,55416,1811.81,1.151,1,Certified
I-200-21077-155726,Senior Functional Analyst,SOMERSET,NJ,08873,162.1,1.276,1,Certified
I-200-21077-157909,Business Processes Consultant,PALO ALTO,CA,94304,327.36,1.679,1,Certified
I-200-21057-104248,GRAPHICS HARDWARE ENGINEER,FOLSOM,CA,95630,190.95,1.07,0,Certified
I-200-24047-726797, Software Developer,IRVING,TX,75063,401.73,0.973,0,Certified
I-200-24022-656300,"Applications/Systems Engineer, Pre & Post Sales II",SAN JOSE,CA,95134,327.36,1.681,1,Certified
I-200-21259-586973,SOFTWARE DEVELOPMENT ENGINEER II,SEATTLE,WA,98101,1399.84,1.357,0,Certified
I-200-22131-158191,Quality Engineer 2,ROUND ROCK,TX,78682,599.78,1.02,1,Certified
I-200-20120-526147,Research Manager,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-20363-980112,DIRECTOR OF ENGINEERING ,NEWARK,CA,94560,809.72,1.679,0,Certified
I-200-23338-542727,Software Engineer,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-21354-776935,Senior Financial Systems Analyst,SAN MATEO,CA,94403,327.36,1.712,1,Certified
I-200-21225-521276,Applied Scientist II,SEATTLE,WA,98121,1399.84,1.357,0,Certified
I-200-22243-448238,System Architect - IV,WILMINGTON,OH,45177,421.76,0.863,0,Certified
I-200-22091-029502,Jazz Music Teacher,FAIRVIEW,NJ,07022,162.1,1.804,1,Certified
I-200-22102-062021,Product Marketing  Manager,ANN ARBOR,MI,48105,599.78,1.067,1,Certified
I-200-22292-538805,Manager - Data Engineering,EVERETT,WA,98208,530.22,1.181,0,Certified
I-200-21133-311040,"Complex Financial Instruments, Associate",SAN FRANCISCO,CA,94111,327.36,1.861,1,Certified
I-200-20051-336030,Occupational Therapist,BAYTOWN,TX,77521,566.03,0.92,0,Certified
I-200-22059-935046,Software Engineer,CHANDLER,AZ,85226,223.64,1.049,0,Certified
I-200-22161-267935,Delivery Consultant/Enablement Services Architect,BROOKLYN,NY,11206,1171.84,1.804,1,Certified
I-200-23312-486205,Java Developer,MADISON,WI,53703,321.68,1.066,0,Certified
I-200-22055-928882,Senior Consultant,SEATTLE,WA,98104,1399.84,1.357,0,Certified
I-200-20150-611957,Application Developer,COLLEGEVILLE,PA,19426,1262.47,1.09,1,Certified
I-200-23342-552969,Sr. Quality Engineer,WATERTOWN,MA,02472,1968.89,1.51,1,Certified
I-200-22018-835611,Software Engineer,FREMONT,CA,94536,483.47,1.679,0,Certified
I-200-21231-534093,Software Engineer,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-21181-435456,Risk Management ,CHICAGO,IL,60604,599.78,1.15,1,Certified
I-200-23115-962283,Technology Lead - US,LONE TREE,CO,80124,787.17,1.125,1,Certified
I-200-20084-430343,SOFTWARE DEVELOPMENT ENGINEER II,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-23304-467474,Digital Development Engineer,PHOENIX,AZ,85024,1097.07,1.051,0,Certified
I-200-24046-723109,Technical Product Manager,AUSTIN,TX,78759,599.78,1.023,0,Certified
I-200-21054-096688,Technical Information Specialist ,BETHESDA,MD,20894,3081.26,1.561,1,Certified
I-200-22173-305729,TECHNICAL RECRUITER,JERSEY CITY,NJ,07302,162.1,1.804,1,Certified
I-200-22243-447637,Civil Engineer,ORLANDO,FL,32824-8110,2304.49,,0,Certified
I-200-21210-491598,Member of Technical Staff,SAN JOSE,CA,95110,327.36,1.681,1,Certified
I-200-20261-829259,Architect,RARITAN,NJ,08869,56.31,1.276,0,Certified
I-200-21105-226365,System Architect - III,SAMMAMISH,WA,98074,223.06,1.354,1,Certified
I-200-19308-124505,Production Support Engineer - Cloudera,ATLANTA,GA,30308,4026.59,1.003,0,Certified
I-200-23291-438553,Mechanical Engineer,IRVING,TX,75061,401.73,0.973,0,Certified
I-200-21019-021381,Machine Learning Engineer,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-21201-472172,Model/Analysis/Validation Officer,IRVING,TX,75039,401.73,0.973,0,Certified
I-200-24126-958597,Manager JC50 - Computer Systems Engineers/Architects,CHARLOTTE,NC,28277,1787.2,1.018,0,Certified
I-200-21239-550770,RF ENGINEER,GREENSBORO,NC,27407,861.57,0.958,0,Certified
I-200-22292-539877,Sr. Engineering Quality Manager ,IRVINE,CA,92618,111.68,1.358,0,Certified
I-200-20234-781931,Analyst - Data Science,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-19331-171574,DATABASE ADMINISTRATOR,PLEASANTON,CA,94588,144.9,1.526,0,Certified
I-200-22157-250049,Data Engineer,BLOOMFIELD,CT,06002,599.78,1.148,1,Certified
I-200-19268-792150,SENIOR CONSULTANT,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-22195-352144,Java Developer,RIVERVIEW,FL,33578,3235.45,0.943,1,Certified
I-200-23234-285854,Software Developer (Software Engineer),ALPHARETTA,GA,30004,60.9,0.998,0,Certified
I-200-20113-508483,PROCESS ENGINEER,ELKTON,MD,21921,3081.26,1.121,1,Certified
I-200-23345-556985,"Research Associate, Sr",DURHAM,NC,27710,1169.38,1.043,0,Certified
I-200-21267-605623,Software Engineer Advanced ,MILFORD,OH,45150,1118.78,0.893,1,Certified
I-200-24220-251358,Senior Data Engineer,MAGNOLIA,TX,77354,599.78,0.912,1,Certified
I-200-19284-083626,Advisory Manager,DALLAS,TX,75201,1744.19,0.973,0,Certified
I-200-24171-129603,SOFTWARE DEVELOPER,PISCATAWAY TOWNSHIP,NJ,08854,162.1,1.249,1,Certified
I-200-23019-712616,Business Intelligence Engineer II,SEATTLE,WA,98121,1399.84,1.357,0,Certified
I-200-23244-316983,Executive Director,NEW YORK,NY,10036,1171.84,1.804,1,Certified
I-200-24254-327518,Business Manager (Engineering),CARMEL,IN,46032,123.07,0.943,0,Certified
I-200-20135-570480,Architect,LOVELAND,CO,80538,372.83,1.108,0,Certified
I-200-20344-945478,SOFTWARE ENGINEER,PEACHTREE CITY,GA,30269,4026.59,0.996,1,Certified
I-200-20045-325891,ASSOCIATE DIRECTOR OF ELECTRICAL ENGINEERING,FAIRFAX,VA,22031,1135.5,1.56,1,Certified
I-200-21244-557848,Software Engineer,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-21040-063883,TECHNICAL PROGRAM MANAGER II,SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-21256-580761,SAP SD CONSULTANT,SHAKOPEE,MN,55379,258.16,1.147,0,Certified
I-200-23132-016369,MANAGER - TECHNOLOGY,NASHVILLE,TN,37203,1633.81,0.952,1,Certified
I-200-22111-091778,Supply Chain Purchasing Analyst II,SAN JOSE,CA,95110,327.36,1.681,1,Certified
I-200-23205-208848,Electrical Engineer,PINE BROOK,NJ,07058,162.1,1.187,1,Certified
I-200-24103-881656,Software Developer,PARSIPANNY,NJ,07054,162.1,1.186,1,Certified
I-200-22095-037855,Assistant Professor ,WEST HAVEN,CT,06516,599.78,1.141,1,Certified
I-200-23289-432423,QA Automation Engineer,LOUISVILLE,KY,40291,999.13,0.912,0,Certified
I-200-23353-576754,Process Engineer,HILLSBORO,OR,97124,228.53,1.173,0,Certified
I-200-19339-181721,QE Manager,BOSTON,MA,02110,1968.89,1.51,0,Certified
I-200-21057-106068,Sr Software Application Engineer (20637.463),PLEASANTON,CA,94588,144.9,1.526,0,Certified
I-200-22220-402588,Assistant Professor (Physiology),EL PASO,TX,79905,599.78,0.842,1,Certified
I-200-22005-810541,RHEUMATOLOGIST,ERIE,PA,16508,770.88,0.883,0,Certified
I-200-22157-249274,Program Manager,AUSTIN,TX,78701,599.78,1.023,0,Certified
I-200-23192-178943,HR Manager,PUYALLUP,WA,98374,288.98,1.053,0,Certified
I-200-21020-023634,Programming Manager,COLLEGEVILLE,PA,19426,1262.47,1.09,1,Certified
I-202-21035-053818,Principal Systems Software Engineer,SANTA CLARA,CA,95051,327.36,1.681,1,Certified
I-200-21014-014601,Software Architect,ADDISON,IL,60101,599.78,1.146,1,Certified
I-203-23263-360931,Accountants and Auditors - KBGFJG132393-8,LOS ANGELES,CA,90017,327.36,1.411,1,Certified
I-200-20161-637533,Application Developer,CHARLOTTE,NC,28277,1787.2,1.018,0,Certified
I-200-20149-606322,Sr. Test Engineer,SAN JOSE,CA,95131,327.36,1.681,1,Certified
I-200-24073-797650,Senior Data Engineer,VIRGINIA BEACH,VA,23455,1135.5,1.106,1,Certified
I-200-23047-780521,Data Architect,ALBANY,NY,12207,1183.14,1.14,0,Certified
I-200-24243-305085,Program Manager,SEATTLE,WA,98103,1399.84,1.357,0,Certified
I-200-23041-766421,Product Service Manager,WHIPPANY,NJ,07981,162.1,1.186,1,Certified
I-200-24052-735156,Assistant Professor - Communications,FAIRFIELD,CT,06825,599.78,1.192,1,Certified
I-200-24047-725865,Software Engineer,FRISCO,TX,75033,599.78,0.964,1,Certified
I-200-23249-325743,Software Developer,MORRISVILLE,NC,27560,1787.2,1.05,1,Certified
I-200-23019-714362,Middleware Consultant,EDISON,NJ,08817,143.94,1.226,0,Certified
I-200-21156-372144,SOFTWARE DEVELOPMENT ENGINEER II,EAST PALO ALTO,CA,94303,327.36,1.679,1,Certified
I-200-23144-050942,Public Relations Specialist,PEMBROKE PINES,FL,33024,3235.45,1.114,1,Certified
I-200-22341-626754,Senior Software Engineer ,PLEASANTON,CA,94588,144.9,1.526,0,Certified
I-200-20165-651219,Principal Cloud DevOps Engineer,SAN FRANCISCO,CA,94111,327.36,1.861,1,Certified
I-200-24240-295406,Technology Lead - 2 - US,PHOENIX,AZ,85054,1097.07,1.051,0,Certified
I-200-20272-847354,Senior Software Development Engineer,BELLEVUE,WA,98008,223.06,1.357,0,Certified
I-200-19355-212208,Applications Engineer,ELK GROVE VILLAGE,IL,60007,599.78,1.146,1,Certified
I-200-23219-245115,Data Science Manager,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-23009-688694,Software Engineer,BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-22094-033154,SOFTWARE DEVELOPER,ST LOUIS,MO,63146,106.93,0.944,1,Certified
I-200-20281-862047,SOFTWARE ENGINEER,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-21130-301612,Senior Software Engineer,SAN DIEGO,CA,92129,327.36,1.35,1,Certified
I-200-22101-057781,Senior DevOps Engineer,WILMINGTON,DE,19808,887.29,1.124,1,Certified
I-200-23318-501075,Flight Controls System Engineer 2,OLATHE,KS,66062,874.69,0.911,1,Certified
I-200-22076-985890,Systems Analyst - III,SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-23018-709039,Research Scientist,HILLSBORO,OR,97124,228.53,1.173,0,Certified
I-200-23041-765039,Principal Consultant,CORAL GABLES,FL,33134,3235.45,1.116,1,Certified
I-200-23194-185555,Manager JC50,MCKINNEY,TX,75072,1202.68,0.965,0,Certified
I-200-24103-883672,Senior Autonomy Engineer - Deep Learning,SAN MATEO,CA,94402,327.36,1.712,1,Certified
I-200-21021-025676,Staff Systems Test Engineer,SAN DIEGO,CA,92126,327.36,1.35,1,Certified
I-200-24124-953667,AOC Senior Experience Designer,LITTLE ROCK,AR,72201,116.97,0.916,1,Certified
I-200-21299-667692,IT Program Manager,NEW YORK,NY,10005,1171.84,1.804,1,Certified
I-200-20066-386047,Application Systems Engineer 6,CHARLOTTE,NC,28202,1787.2,1.018,0,Certified
I-200-23354-581147,"ReliaPath, LLC",ALEXANDRIA,LA,71301,3834.1,0.857,0,Certified
I-200-24119-933058,Component Design Engineer,FRISCO,TX,75035,599.78,0.964,1,Certified
I-200-20185-695300,DATA EXTRACTION LEAD,BIRMINGHAM,AL,35233,2466.68,0.9339999999999999,0,Certified
I-200-24128-964230,Chief Executive Officer,LOS ANGELES,CA,90017,327.36,1.411,1,Certified
I-200-22304-559255,Senior Vice President; Risk Analysis Executive,CHARLOTTE,NC,28255,1787.2,1.018,0,Certified
I-200-23292-442031,Occupational Therapist,PALMDALE,CA,93551,1189.11,1.395,0,Certified
I-200-21042-072494,Director-Technical & Business Service Management,AUSTIN,TX,78759,599.78,1.023,0,Certified
I-200-21063-121852,Software Engineer 1615.56552,SAN BRUNO,CA,94066,327.36,1.86,1,Certified
I-200-20311-902631,Client Experience Manager,DALLAS,TX,75248,1744.19,0.973,0,Certified
I-200-20259-824043,ASSOCIATE CALIBRATION ENGINEER,FARMINGTON HILLS,MI,48331,599.78,0.957,1,Certified
I-200-21291-651930,Associate Director JC40,DUNWOODY,GA,30338,4026.59,1.003,1,Certified
I-200-20350-960971,ORACLE AP CONSULTANT,JERSEY CITY,NJ,07311,162.1,1.804,1,Certified
I-200-23264-368975,Senior Software Engineer,SAN LEANDRO,CA,94577,327.36,1.568,1,Certified
I-200-21364-793353,SENIOR RESEARCH SCIENTIST,SAN FRANCISCO,CA,94158,327.36,1.861,1,Certified
I-200-23154-076012,Senior Manager of Data Science and Solutions,PITTSBURGH,PA,15217,1262.47,0.945,0,Certified
I-200-22026-855924,"Manager, Software Development 2 ",SAN JOSE,CA,95131,327.36,1.681,1,Certified
I-200-24228-270704,Infrastructure Engineer,PHOENIXVILLE,PA,19460,1262.47,1.088,1,Certified
I-200-21257-582893,QA Automation Engineer,GREENVILLE,SC,29615,1756.32,0.922,0,Certified
I-200-20070-391235,Accountants and Auditors - KBOEYTEST3004-20,SOUTH SAN FRANCISCO,CA,94080,327.36,1.861,1,Certified
I-200-22109-082424,Financial Analyst I,BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-23272-394828,"Manager, Regulatory Affairs",CAMBRIDGE,MA,02142,985.62,1.51,0,Certified
I-200-24072-792072,SAP – Senior Consultant,FARMERS BRANCH,TX,75244,599.78,0.973,1,Certified
I-200-22341-625880,Applied Scientist II,CAMBRIDGE,MA,02142,985.62,1.51,0,Certified
I-200-21364-792857,Quality Assurance Analyst,EL DORADO HILLS,CA,95762,327.36,1.068,1,Certified
I-200-20189-698741,TECHNICAL RELEASE MANAGER,MADISON,WI,53783,321.68,1.066,0,Certified
I-200-24169-121448,Software Engineer,CHANDLER,AZ,85226,223.64,1.049,0,Certified
I-200-21306-683090,"Senior Data Scientist, Product",LOS ANGELES,CA,90013,327.36,1.411,1,Certified
I-200-21028-038565,Frontend Full Stack Developer,AUSTIN,TX,78717,599.78,1.023,0,Certified
I-200-24046-723677,Sr. Java Developer,FRISCO,TX,75036,599.78,0.964,1,Certified
I-200-20037-302809,Internal Auditor,GOLETA,CA,93117,327.36,1.472,1,Certified
I-200-20195-711062,Software Engineer,WILMINGTON,DE,19803,887.29,1.124,1,Certified
I-200-22168-292239,Data Scientist,ISELIN,NJ,08830,162.1,1.226,1,Certified
I-200-20227-769840,Software Engineer,PLEASANTON,CA,94588,144.9,1.526,0,Certified
I-200-24107-891888,Software Engineer,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-19276-070108,APPLICATION DEVELOPER,MIAMI,FL,33178,3829.21,1.116,0,Certified
I-200-22201-363836,Assistant Professor,BOSTON,MA,02163,1968.89,1.51,0,Certified
I-200-24074-799805,SOFTWARE (JAVA) DEVELOPER,WASHINGTON,DC,20005,3048.38,1.561,0,Certified
I-200-19303-116580,"Manager III, Software Developer ",SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-21021-025680,"SENIOR ANALYST, COMMERCIAL ANALYTICS",METTAWA,IL,60045,599.78,1.066,1,Certified
I-200-23052-788713,Architect Level 3,FRANKLIN,TN,37067,497.69,0.948,0,Certified
I-200-19283-079618,Lead Engineer,MINNEAPOLIS,MN,55402,1811.81,1.151,0,Certified
I-200-20038-304779,DEVELOPER,WOONSOCKET,RI,02895,353.39,1.052,0,Certified
I-200-22082-003254,"Senior Manager, Commodity",PLEASANTON,CA,94588,144.9,1.526,0,Certified
I-200-21149-355907,ETL Developer,REDMOND,VA,23230,1135.5,0.954,1,Certified
I-200-21078-160493,Software Engineer III,CHICAGO,IL,60601,599.78,1.15,1,Certified
I-200-20351-965156,Sr. Software Developer,BLOOMINGTON,IL,61701,599.78,0.9299999999999999,1,Certified
I-200-23292-444642,Principal Software Engineer,SAN MATEO,CA,94403,327.36,1.712,1,Certified
I-200-21053-091749,Validation Engineer ,WEST POINT,PA,19486,1262.47,1.133,1,Certified
I-200-24061-761896,Architect,PHOENIX,AZ,85054,1097.07,1.051,0,Certified
I-200-21096-200965,"Chief Engineer, Attributes",TORRANCE,CA,90503,620.53,1.278,0,Certified
I-200-23046-775485,Software Development Engineer II,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-22007-814892,Technical Specialist,ALPHARETTA,GA,30022,60.9,0.998,0,Certified
I-200-22168-291294,ETL Developer,ATLANTA,GA,30338,4026.59,1.003,0,Certified
I-203-23018-711018,Software Engineer,SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-22143-202097,Data Analyst,HOUSTON,TX,77029,599.78,0.92,1,Certified
I-200-20281-864064,ASSOCIATE PROFESSOR,STEPHENVILLE,TX,76402,62.17,0.959,0,Certified
I-200-23095-908534,Machine Learning Engineer,SAN JOSE,CA,95110,327.36,1.681,1,Certified
